Rank,Team/User Name,School/Organization,Score
8068,"BraveHan","IT office ",350
8069,"500 iQ Gamer Squad","A. Y. Jackson Secondary School",350
8070,"kessicelia","universitè ",350
8071,"doordash","rancho cucamonga",350
8072,"migs","University of Texas at San Antonio",350
8073,"jeyxxx","TC its",350
8074,"222www","Yahalom",350
8075,"pingpong","CPE",350
8076,"Toosje","None",350
8077,"searad","Illinois State University",350
8078,"WeThinkCode_","WeThinkCode_ Johannesburg",350
8079,"MR2000","Tea Area High School",350
8080,"UnoriginalTwit","Old Scona Academic, Edmonton, AB",350
8081,"HLarkin","Citi",350
8082,"Shroudy","Amrita",350
8083,"SeaSalt","Massanutten Technical Center",350
8084,"Westbatman109","tri-county",350
8085,"Kware9012","Broadway High School, VA",350
8086,"The Dark Crusaders","Cajon High School",350
8087,"Maxvt","Etersoft",350
8088,"MsWarsaw","Washington-Lee High School",350
8089,"TheTrain","East Greenwich High School",350
8090,"CrazyMudaFuka","PhatPhoodPhily",350
8091,"whatisafluid","EG high school",350
8092,"ACommonGoon","Fountain Hills High School",350
8093,"xSaleh","Abadnet",350
8094,"UCC121","Upper Canada College",350
8095,"Knownanonymous ","Qasmt",350
8096,"JCS","GisAuto",350
8097,"kevin_caballerosanchez","Vallbona",350
8098,"malboro","SANGSU",350
8099,"aldenkeshap","Albemarle High School",350
8100,"Erik2099","Theodore Roosevelt, Chicago, IL",350
8101,"GCI CS20F Silver Troopers","Glenlawn Collegiate Institute, Winnipeg, MB",350
8102,"marisalp","Pinewood Preparatory School",350
8103,"frodriguezv9567","Roosevelt High School",350
8104,"iceman8789","p2t",350
8105,"babycow","NYC",350
8106,"mgb","New York University",350
8107,"tomery23","Example School, Pittsburg, PA",350
8108,"nullbyte","loa",350
8109,"thibibi","ENSIIE",350
8110,"NightKey","Szegedi Tudományi Egyetem",350
8111,"ianrule","Highlands Ranch High School",350
8112,"albani","King Abdulaziz University",350
8113,"stamang3","University of Central Oklahoma",350
8114,"uninterested","YIHS",350
8115,"fluffybunny","Tee",350
8116,"beastmode","Cal Poly Pomona",350
8117,"Tonal","Tennessee Technological University",350
8118,"fuyughost","IIT Delhi",350
8119,"mYs26","no organization",350
8120,"Tallguy6767","Whatcom Community College ",350
8121,"zeref","IIT Roorkee",350
8122,"vergasovo","HoWest",350
8123,"richielions","riverview high school, oakmont, pa",350
8124,"gh0st4w4r3","Università La Sapienza",350
8125,"henry210","Cabrillo",350
8126,"Di0nysus","Monroe College",350
8127,"Daniel9875","St. Ignatius of Loyola",350
8128,"TobyOrNotToby","Example",350
8129,"akshitbhalla","BMS College of Engineering",350
8130,"quix","Gulf Coast High School",350
8131,"Eyezet","Bede's Senior School",350
8132,"Redz","atx2600",350
8133,"Doom","Polinema",350
8134,"ankurb297","IIPS(DAVV)",350
8135,"MyTeam","KCPT",350
8136,"daisuki","University Politehnica of Bucharest",350
8137,"divby0","DHBW Stuttgart",350
8138,"ktpq","NYP",350
8139,"Tripton","TU Ilmenau",350
8140,"asgar","Nixu",350
8141,"dreistein","Graz University of Technology",350
8142,"epan1030","Cerritos High School",350
8143,"jcondor","La Sapienza University, Rome",350
8144,"ama50","University of Washington",350
8145,"balachandar","Infosys",350
8146,"MiracleWorker","Pes",350
8147,"valbro1","niles west ",350
8148,"winwinwin","NTT-AT",350
8149,"arun224","Northumbria University",350
8150,"GoombaStompers","Broadalbin",350
8151,"xAndreei","UNIMI-La Statale",350
8152,"shallsa298","omaha south high school",350
8153,"SCS2018","SCS",350
8154,"SJLA Alpha team","SJ Leadership Academy",350
8155,"CyberVikes101","Vanden highschool",350
8156,"Ric","Faith Lutheran ",350
8157,"mocot10@gmail.com","capella",350
8158,"Vela","University of Idaho",350
8159,"namtv","ptithcm",350
8160,"IssacJY","University of Washington",350
8161,"zain5","zain bain",350
8162,"playedu","smu colloge",350
8163,"jigarhalani","demo",350
8164,"FBI","Tarrant High School",350
8165,"thehe","Albstadt",350
8166,"2Rasmussen","Alta",350
8167,"6scoggan","Alta High",350
8168,"wngu8794","Alta High School, Sandy, Utah",350
8169,"benobro","Greens Farms Academy",350
8170,"LCS-ICS","Loretto College",350
8171,"Gang Esketit","Libertyville High School",350
8172,"ChrysHunter","Alta High School",350
8173,"FCBarcelona","Verdugo Hills High School",350
8174,"aboggess","Helen Hunt Jackson College Prep",350
8175,"LOGANBLAZEK137878","Helen Hunt",350
8176,"Jeremiah Percocet","Golden Valley High School",350
8177,"riceu","Elsinore High School",350
8178,"Bearbot07","Elsinore High School",350
8179,"luisosta","University of Texas at Dallas",350
8180,"TurtlePlane","LBSS",350
8181,"Dutch","something",350
8182,"3119652","Matoaca High School",350
8183,"Rushhour Renegades","Clear Springs High School, League City, TX",350
8184,"playerN0tFound","United States Military Academy",350
8185,"traintracks","The Mark Twain School",350
8186,"arkillingh","UTM",350
8187,"ThereIsNoSpoon","Adlai E. Stevenson High School",350
8188,"TCLAB","NSYSU",350
8189,"bundsgaard","Syddansk Erhvervsskole",350
8190,"tpalmer99","University of Leefs",350
8191,"OpenToAll","None",350
8192,"TeamLeakers","Technical Neyshabur College Boys",350
8193,"NoWeebsallowed","Great Mills High School, Great Mills, MA",325
8194,"We32e","Northside high school Columbus ,Ga",325
8195,"y4t0g4m1","Bach Khoa University",325
8196,"p5ych3d3l1c","IITR",325
8197,"Boo171717","Hunter College High School",325
8198,"ERROR  5911","satec@w.a Porter",325
8199,"DreamTeam","Graduated",325
8200,"12345","boi",325
8201,"Wayniac","Chinguacousy S. S.",325
8202,"Dooshbayg","IIIT - Hyderabad",325
8203,"Khmer Rouge","Miami Valley CTC",325
8204,"CoolSquad","East Leyden, IL",325
8205,"cD728","D.Carlos I",325
8206,"irisjlee","Cerritos High School",325
8207,"Sefina","Planet",325
8208,"Shane2409","Wayland High School ",325
8209,"DollaBrews","Malvern",325
8210,"mdrizzl","Montgomery Blair HS",325
8211,"1234512345","Huron heights",325
8212,"1023591","South High School Torrance CA",325
8213,"ryuakuma123","svcte",325
8214,"diopausar","U.S. Coast Guard Academy",325
8215,"dinhtrieuvoi","FPT University",325
8216,"picoatlas","NCTU",325
8217,"user2638764","West Leyden ",325
8218,"DV3217","Tea Area, Tea, SD",325
8219,"CCA","Vpmsndphss",325
8220,"BurNing","UMUC",325
8221,"Artemis47","Kellogg, MN",325
8222,"faizmasrom","UTM",325
8223,"Deadworlds","Spotsy High school",325
8224,"mikesaenz35","West Leyden High School",325
8225,"T h i c c bois","West Leyden",325
8226,"tranjames26","Niwot High School",325
8227,"katK","University of Texas at San Antonio",325
8228,"vicvele","Pittsburgh, PA",325
8229,"Docu","ROP",325
8230,"shibu885","IIIT, Hyderabad, TS",325
8231,"Timbrady1","Ashwaubenon",325
8232,"VMIAssultSquad","Virginia Military Institute",325
8233,"22kaungm","American School in Japan",325
8234,"negrom96","UCLM",325
8235,"Siphonexx","Alta high school",325
8236,"CatsNeverFiretruckDinosaurs","San Ysidro High School",325
8237,"LOLOL69","verdugo hills high school",325
8238,"1umiere","Shanghai Jiaotong University",325
8239,"北部共學","National Taiwan University",300
8240,"larryzli","Harvard-Westlake",300
8241,"Raheel","Meadowvale Secondary School",300
8242,"LosDons","Cerritos High, Ca",300
8243,"AngelsFan2002","Cerritos High School",300
8244,"SausageRollGerbil","woodside Fort Wayne In",300
8245,"Practice","Thomas Jefferson",300
8246,"Denx2","Sisler High School",300
8247,"Enrico","Sisler High School",300
8248,"Bubbas team","Cerritos High School",300
8249,"JBallen","Santa Teresa High, San Jose, CA",300
8250,"Igor","gvanim",300
8251,"cookie150cc","Western Michigan University",300
8252,"HansonR1","Amador Valley HS",300
8253,"adaw00d","Trefort school",300
8254,"shreyanj","Carnegie Mellon University, Pittsburgh, PA",300
8255,"hvo","Richardson High School",300
8256,"phillipnordwall","Homeschool",300
8257,"Leilona","University of Washington",300
8258,"mjones312321","Richardson Highschool",300
8259,"KamilP","Warsaw University of Technology",300
8260,"zomboy091","Thapar University",300
8261,"bufffrog","Palos south middle school",300
8262,"CodeHunterNot9","National Institute of Technology, Karnataka",300
8263,"WPitera","Toms River High School North",300
8264,"rainbubbles","Centennial High School, Bakersfield, California",300
8265,"Tourista","toto",300
8266,"Dagger1","Delhi technological University",300
8267,"lalasax","AAA",300
8268,"popo","Politeknik Negeri Sriwijaya",300
8269,"Dedsec","Bharati Vidyapeeth's College of Engineering",300
8270,"FaFa","FaFa",300
8271,"GrzAnn","California H. S.",300
8272,"Wikkedlili","N/A",300
8273,"mruduladesh","Amador",300
8274,"Ebersjen","University of Maryland Baltimore County",300
8275,"bc84","Roseville High School",300
8276,"ryanirvin28","University of Tulsa",300
8277,"BlackMetalSimas","No name",300
8278,"austinpeng","Mission San Jose High School",300
8279,"brandonma","University of Waterloo",300
8280,"sauram","IIT Roorkee",300
8281,"Zangor","Cypress Ranch High School",300
8282,"olivee","dealsdealsdeals, New York, NY",300
8283,"jetao","Universidade do Vale do Itajaí",300
8284,"Elementary","Lexington High School",300
8285,"gregket1","none",300
8286,"yukipauli","University of Memphis",300
8287,"Chappie","University of Texas at El Paso",300
8288,"rwakefieldcarl","PVPHS",300
8289,"mierloi","ITMO University",300
8290,"ista2000","IIIT Hyderabad",300
8291,"shadow101","TTU",300
8292,"letslearn189","Carnegie Mellon University",300
8293,"Vampire*","FDU",300
8294,"Kalyan084","Amrita Vishwa Vidyapeetham",300
8295,"JeckLee55","East Brunswick High School, East Brunswick, NJ",300
8296,"ssambathramkumar","East Brunswick High School",300
8297,"Room407","huron heights ss",300
8298,"XxSilv3rBlad3xX","Midway High School",300
8299,"Team A1","West Allegheny",300
8300,"hackkman","dekk",300
8301,"Tomer14","Empty",300
8302,"Godzilla9922","Cerritos High School",300
8303,"Jackson","Cerritos High School",300
8304,"Lazuli","Cerritos High School",300
8305,"lunatic843","Mission San Jose High School",300
8306,"I DON"T PLAY GAMES FAM","Long Island Lutheran ",300
8307,"Rua","Long Island Lutheran Middle&High School",300
8308,"stephanietamara","Long Island Lutheran, Long Island, New YORK",300
8309,"640008070","Long island lutheranism high school",300
8310,"in33dlife","Cerritos High School",300
8311,"230068","Palos South",300
8312,"230084","Palos South ",300
8313,"230292","Palos South",300
8314,"c19mn","The Dalton School",300
8315,"beelow2010","FH St. Pölten",300
8316,"A Nice Team","LUHI",300
8317,"The Chuckle Brigade","Mars Area High School",300
8318,"Gaby7274","University of Puerto Rico Río Piedras",300
8319,"JFHJ","University of Puerto Rico, Rio Piedras Campus",300
8320,"Turing Test Failures","Green Valley HS, Henderson NV",300
8321,"intro to programming","ASIJ",300
8322,"csalazar","UTFSM",300
8323,"The Royal Lobsters","Mount Vernon/Enola",300
8324,"Mr.Satthof Cool Team","American International School ",300
8325,"Rhoe","APU",300
8326,"rzrwyrm","Asia Pacific University",300
8327,"MrShiv","apu",300
8328,"LIUJIESONG","APU",300
8329,"smolbean","west Allegheny ",300
8330,"ChaseDaddy","South Western Carrer Academy",300
8331,"leoagueci","Pisa",300
8332,"IonaCS","Iona CS",300
8333,"P4N1C","Lab School For advanced manufacturing",300
8334,"Lebronto","Iona ",300
8335,"smanuee831","Omaha North",300
8336,"enya","Kungliga Tekniska Högskolan",300
8337,"yxie0802","Day Creek Intermediate",300
8338,"wesleynewsam","The Academy for Science and Design",300
8339,"Scye","Nassau Community College",300
8340,"Non-Workers","MCTI",300
8341,"LukeyPookey","Saint mike's",300
8342,"Icy squads","Huron heights secondary school",300
8343,"21sanfta","Wellesley High School",300
8344,"Jameszw0","Grissom, Huntsville AL",300
8345,"schavij227","omaha south high",300
8346,"NoahCardenas","South High School Torrance,California",300
8347,"Colombiano","Homestead High School",300
8348,"programmerProgrammer","Homestead High School",300
8349,"katy","HHS",300
8350,"awfzni","The Hun School of Princeton",300
8351,"eggpie","For Fun",300
8352,"jsanyal","Homestead High School, Cupertino, CA",300
8353,"GenericUsername","New England Insitute of Technology",300
8354,"Pika","ENSI",300
8355,"mamaluigie","University of South Alabama",300
8356,"Firelance728","University of South Alabama, AL",300
8357,"The Residual","Quince Orchard HS",300
8358,"cattan","Mission San Jose High School",300
8359,"Suicid3Reavers","Utah Valley University",300
8360,"Apple Juice","Utah valley University",300
8361,"Kaysp","Utah Valley University",300
8362,"PicoCole","Utah Valley University",300
8363,"PhoRefraKera","Union High school",300
8364,"Ugh","ABCD",300
8365,"mslav","Kansas State University",300
8366,"temirulan","Kazakh-British Technical University",300
8367,"team123","Warren Hills Regional High School",300
8368,"I Win","Gardendale High School",300
8369,"Kyle_the_Pigeon_and_Company","Wilson Catholic Academy",300
8370,"shscyber","Seminole High School",300
8371,"Beyonce","Silicon Valley Career Technical Education ",300
8372,"robloxisfun","Day Creek Intermediate School,Rancho Cucamonga,CA",300
8373,"JMANN240","Indian Valley High School",300
8374,"angelan7","Virginia Tech",300
8375,"Cherry Chase Chargers","Homestead High School",300
8376,"ShishirIyer","Homestead High School, Cupertino, CA",300
8377,"Arthur76","Crescent school",300
8378,"Kazan","Bergen County Academies, Hackensack, NJ",300
8379,"urvipanda","Londonderry High School",300
8380,"coldturkey","UMUC",300
8381,"999maxwell2","John Fraser Secondary School",300
8382,"Noone","UTSA",300
8383,"Daguzy","University Of Texas at San Antonio",300
8384,"asdfqwerty","cwru",300
8385,"nnguyen74","Georgia Institute of Technology",300
8386,"nikocha90","bekorchi",300
8387,"Almidar","N/A",300
8388,"Darks","Ecam",300
8389,"isaacsalles","Ies Carles Vallbona",300
8390,"nospinzone","Countryside High School",300
8391,"Brianballao31","John Polanyi",300
8392,"A&M","Countryside High School",300
8393,"fishfish","NTU",300
8394,"noamhome","yahalom",300
8395,"Valgamesh","Morgan State University",300
8396,"pctf4321grrla","None",300
8397,"msjhs","Mission San Jose High School",300
8398,"JerrySlinker1","highlands ranch",300
8399,"PEPPERONIPUMPKINPICKLEPICKERS","West Washington",300
8400,"allysen","Decorah High School",300
8401,"LIGHTNING1221","Sandy Grove Middle School",300
8402,"1008166","south high school",300
8403,"robert6633","Texas A&M ",300
8404,"MAAAG","Trent University",300
8405,"cyberteacher","CJUHSD, Ontario, Ca",300
8406,"capnjazz","California",300
8407,"Yoink","Thomas Jefferson, Jefferson Hills, PA",300
8408,"Surplus Prawns","University of Washington",300
8409,"dughiehead","AMA",300
8410,"nnnnn","PTITHCM",300
8411,"Saeedx","Iit",300
8412,"hotonlineporn","mew mew",300
8413,"No Cappin'","Burlington Township High School",300
8414,"Twizzler2525","Burlington Township High School",300
8415,"fallenAngel","University of Athens",300
8416,"_micky45","ENSIEE",300
8417,"Quion","Henry M. Gunn",300
8418,"sw1m s0ccer","Green Glade",300
8419,"CySH_MAF","TA University",300
8420,"exploreiiit","IIIt Hyderabad",300
8421,"TheVoid","Day Creek Intermediate School Rancho Cucamonga, CA",300
8422,"Not Freshmen","Dalton",300
8423,"Tkaczykda","Highlands Ranch",300
8424,"riccagt","highlands ranch high school",300
8425,"Upoređivači","ETF",300
8426,"yurysudz","University of Washington",300
8427,"llama","Artificial Intelligence",300
8428,"rootWannabe","Hard Knocks",300
8429,"KnoxPro","BPCCS",300
8430,"solorich","trường đại học bách khoa hà nội",300
8431,"Invest","Methacton High School",300
8432,"maxbus","Bergen County Academies",300
8433,"SubRosa","The Nottingham Emmanuel School",300
8434,"WilliamC37","Stuyvesant High School, New York City, NY",300
8435,"vinnishi","Anon HS",300
8436,"fabianissam","FH Aachen",300
8437,"NewVisionKey","John Jay College ",300
8438,"Jasonw0416","Bergen County Academies",300
8439,"ITㅇ","1daavw234aad",300
8440,"coms1101","Kongju National University",300
8441,"Aryanathaa","STIKOM BALI",300
8442,"ginoah","NTU",300
8443,"elifkoch123","Christa McAuliffe",300
8444,"edaff","University of Florida",300
8445,"GreenPencil","Hun School of Princeton",300
8446,"n0need","nothing",300
8447,"allanou","fhthsh",300
8448,"raushi88","IIT (ISM) Dhanbad",300
8449,"innit123","Pittsburgh",300
8450,"reynold023","Paetow",300
8451,"celidusk","St.petersburg College",300
8452,"funkeydiscoman","University of Washington",300
8453,"Pritam","Kiit University",300
8454,"BiggestNoobs","CUIET, Rajpura",300
8455,"Tom101","PwC",300
8456,"bertof","University of Padua",300
8457,"yeonyang","Yeungnam University College",300
8458,"rezafrianugraha","smkn 3 bogor",300
8459,"DZZ","Chinguacousy Secondary School, Brampton ON",300
8460,"betterjack","DRHS",300
8461,"camwheeler22","Ashwaubenon",300
8462,"APCSPrinciples","Ashwaubenon high school",300
8463,"Koreanprodigy","Ashwaubenon high school",300
8464,"Evenme2018","Bits",300
8465,"ErinandRyan","Newmarket High School",300
8466,"0700","Newmarket High School",300
8467,"DazedNConfused","IIT Delhi",300
8468,"Ahmed2003","Sir Winston Churchill",300
8469,"th3Unkn0wn","USICT",300
8470,"holyCOW28","atla",300
8471,"mrmohamed","John Polanyi CI, Toronto, ON",300
8472,"legionella","IIT Delhi",300
8473,"Foreign_Policy","Alcorn Group",300
8474,"NewB","Interlake High School",300
8475,"jduran","Lindblom Math & Science Academy",300
8476,"LostMind","Faith Lutheran",300
8477,"ThejKilla","Unversity of Advancing Technology",300
8478,"Mesoscary","University of Advancing Technology",300
8479,"iimedii","University of Advancing Technology",300
8480,"manish8102","ITER",300
8481,"Ashutosh4336","Trident Academy of Technology",300
8482,"1742796","Lake Braddock",300
8483,"yooru","Har-Ezion",300
8484,"Pandy24","KTH",300
8485,"Dextroz","Bournemouth University",300
8486,"TheToastMafia","Bournemouth University",300
8487,"Mr. Bean's hacker fortress","alta high",300
8488,"mada1029","alta",300
8489,"br0ckj3ss0p","Alta High School",300
8490,"P0intl3ss","Colégio Militar",300
8491,"klo0174","alta high",300
8492,"Los Al Girl Scouts","Los Al Girl Scouts",300
8493,"kinnon","alta high school",300
8494,"tweaver005","Terra",300
8495,"jpizana01","Terra State Community College",300
8496,"yobro123","iiit A",300
8497,"Donkey","elsinore highschool",300
8498,"Eeyor","Elsinore High School",300
8499,"puma","elsinore high school",300
8500,"AnthonyD624","Elsinore Highschool",300
8501,"Jutor","university of washington",300
8502,"isocyclo","NTNU",300
8503,"GGYY","NTNU",300
8504,"debuggers_not_huggers","Brookstone",300
8505,"speroisfatass","Nashua South",300
8506,"aroranaman1998","Thapar University, Patiala",300
8507,"11111111","Lakebraddock Secondary",300
8508,"MaximilianSpieler","Hun School of Princteon",300
8509,"skunkboywonder","Brenham High School",300
8510,"roeschlo","Student",300
8511,"Prison Mike 44","Alta High, Sandy, Ut",300
8512,"Trollalolla","redlands east valley",300
8513,"mostafasaber","RAK school",300
8514,"nagatoyuki","KSSOL",300
8515,"Tenti","Colégio Militar ",300
8516,"Three musketeers","Monterey High School",300
8517,"Abdirizak123","John Polyani Collegiate Institute ",300
8518,"gingerella","Gov",300
8519,"SWORDFIGHTERS","San Ysidro High school",300
8520,"jdials3259","florida polytechnic university",300
8521,"Walcot","Abertay University",300
8522,"rnrice2","North Carolina State University",300
8523,"chadmonteithii","STEM School Highlands Ranch",300
8524,"estebeans","Redlands East Valley",300
8525,"Kingivan","Fallbrook High School",300
8526,"pabloprime07","IIT Bombay",300
8527,"hnj","Curtis Senior High School",300
8528,"crowper1","Cerritos High",300
8529,"swag","Blue springs south highschool",300
8530,"Qwazer","KDU College",300
8531,"TSS","UMCP",300
8532,"ThePigs","UIUC",300
8533,"lombardim","The Ellis School",275
8534,"AZERBAIJAN","CKSS",275
8535,"Fashdag","Joliet Junior College",275
8536,"Crymont","Meghnad Saha Institute of Technology",275
8537,"FrankieBoy","Redmond Proficiency Academy",275
8538,"tskthehackermains","Cerritos High School",275
8539,"mrawesome","Loyola Mississauga",275
8540,"ethanL","Cerritos High School, Cerritos California",275
8541,"beastpanda","cerritos high school",275
8542,"ashtonish","Wayland High School, Wayland, MA",275
8543,"h1de0us","HSE Lyceum",275
8544,"nmunoz","East Leyden",275
8545,"dm24018","east Leyden High School",275
8546,"TommyMC50","East Leyden High School",275
8547,"Daya","ABV-IIITM",275
8548,"APT","Mead High School",275
8549,"Jmorales11_rad","Mt. vernon",275
8550,"Head Crew","Cabrillo High School",275
8551,"Minecraft Survival Games Gang","West High",275
8552,"Saturdays With the Boys ","Twin Lakes High School, IN",275
8553,"gloob96","Davenport West High School",275
8554,"Supreme","Cerritos High School",275
8555,"Bluecheez","Princeton Highschool",275
8556,"dchell08","Cerritos High School",275
8557,"KL146","Cerritos High School",275
8558,"tregolo","The Nueva School",275
8559,"FailureInAction","KTH",275
8560,"beifa","MTUCI",275
8561,"bigbilly","eastlakehighschool",275
8562,"Armando517","John H. Francis Polytechnic",275
8563,"Susantax","None",275
8564,"malavel","St. Petersburg College",275
8565,"mrski","St. George's Technical High School",275
8566,"WWocw","CUMT",275
8567,"koorkevani","N\A",275
8568,"McKearney","Londonderry, NH",275
8569,"awwseeka","Dr. Norman Bethune",275
8570,"ub33","Tainan First Senior High School",275
8571,"btsbomb","Cerritos High School",275
8572,"The Mighty Too","Mira Mesa High School, San Diego, CA",275
8573,"silentarr0w","Student",275
8574,"MikeLandeckCyberSec","Self",275
8575,"K3Y5","Battelle/PNNL",275
8576,"constantin","Jefferson Middle School, Pittsburgh, PA",275
8577,"Mr.Robot","The Woodlands Secondary School",275
8578,"bra05","University of Toronto Schools (UTS)",275
8579,"torim","Virginia Tech",275
8580,"alrayjr","spc",275
8581,"BERC","Sandy Grove Middle",275
8582,"duncanrutherford","Eagle Harbor High School",275
8583,"hybrid1999","IIT Bombay",275
8584,"zikuto","Binus",275
8585,"theundermax","Nope",275
8586,"Deadsec","Montgomery central high, Cunningham Tennessee ",275
8587,"practice pad","Capriasca",275
8588,"N7Revas","Deloitte",275
8589,"ludwigvonpoopen","west windsor high school north",275
8590,"Linak","Interlake HS",275
8591,"dmglaze","Soledad High School",275
8592,"Koqoh","Blacksburg High School, Blacksburg, VA",275
8593,"hotValKilmer","Lowell High School",275
8594,"Greek-O Geck-O","Liberty University",275
8595,"itsnotfridayet","Myself",275
8596,"lachybalboa","Deakin University",275
8597,"ronka2","ESILV",275
8598,"Emmy","Hagelstamska skolan",275
8599,"nannagabran","hagelstam",275
8600,"Hacker2k18","Hagelstamska skolan, Grankulla",275
8601,"Oscar","Hagelstamska skolan",275
8602,"ashtonc","west allegheny high school",275
8603,"Officer Daley","West Allegheny",275
8604,"thaci0","Listowel District Secondary School",275
8605,"FewAndMighty","Countryside Highschool",275
8606,"asalzp","John Polanyi Collegiate institute",275
8607,"desicodeserpent","Self,CA",275
8608,"abby1234","East Brunswick High School",275
8609,"add","East Brunswick High School",275
8610,"williamjohnson","Cerritos High School",275
8611,"Filotimo","Leaside High School",275
8612,"Anarchy77","Millard North, Omaha, NE",275
8613,"ghostcomm26","Pittsburg highschool",275
8614,"Dargothunder","Pittsburg High School",275
8615,"15930","pittsburg,tx",275
8616,"Mericapower","Pittsburg, TX",275
8617,"DJr3y3s","Pittsburg High school",275
8618,"homostevens","Mission San Jose High School",275
8619,"cheesestring","Cedarview Middle School",275
8620,"CITR0N","princeton high school",275
8621,"to57","Duke University",275
8622,"ItsChaBoi","LincolnAcademy",275
8623,"Hazard","Lincoln Academy",275
8624,"Carissa","Lincoln Academy",275
8625,"mikhaillovell","Lakeview Academy",275
8626,"batkins0658","choctaw highschool",275
8627,"Colt45","Harrah High School",275
8628,"VoyagerEssex","George C. Marshall",275
8629,"roryyamm","Marshall High School, Falls Church",275
8630,"1040395","South High School ",275
8631,"Coding Cooperatives","Oliver Wendell Holmes Middle School",275
8632,"lolalleee","South High School",275
8633,"ayodaodu","South High School",275
8634,"thaliageorge","South High School, Torrance, CA",275
8635,"1008410","South High School",275
8636,"gabie","South High School, CA",275
8637,"jolman","South Torrance High School",275
8638,"kagomevasquez08","SVCTE",275
8639,"Ahad","South High School CA",275
8640,"Simran500","South High, Torrance, CA",275
8641,"jamhk04","South High Torrance School ",275
8642,"1037773","South High School",275
8643,"1026145","South High",275
8644,"Butterpie","South High School",275
8645,"MrC0OL","Mission San Jose High School",275
8646,"mandi","bob",275
8647,"eljeffto","Politécnico grancolombiano",275
8648,"HackyourWin","West Allegheny, Pittsburgh Pa",275
8649,"avengr1068","Cherrybrook Tech",275
8650,"DogGoWolf","South Western Career Academy",275
8651,"ashleytisdalespimple","SWCA",275
8652,"MiguelDaddy","Franklin heights",275
8653,"sstephen","SWCA",275
8654,"finesser00","Central Crossing High School",275
8655,"SammyH","East Lake",275
8656,"fredricmccubrey","Lake region vocational centaer",275
8657,"Martini","IonaCS",275
8658,"thedudejackster","University of Exeter",275
8659,"Option 3","Applewood Heights Secondary School",275
8660,"idontknow","East Brunswick High School",275
8661,"Djpop3","Applewood Heights Secondary School",275
8662,"smorroj276","North High, Omaha, NE",275
8663,"Drinkable water","Smichovská střední průmyslová škola ",275
8664,"Jonker","Silicon Valley Career Technical Education",275
8665,"PersonManTheGreat","Omaha North High School,Omaha Nebraska",275
8666,"katlover151","Center Wellington District High school",275
8667,"outfield4life","lake regions highschool",275
8668,"R3LOAD","Amrita",275
8669,"Mooo Bois","BITS Pilani KK Birla Goa Campus",275
8670,"kan21","MEPhI",275
8671,"T3AmP01SoN","Sisler High School",275
8672,"JacobM91","Freelance",275
8673,"fibynib","Independence",275
8674,"Jickerjatt","n/a",275
8675,"rdsknz","University of Maryland University College",275
8676,"meganw0009","Plum Grove Junior High, Illinois, IL",275
8677,"magnussen","Binus",275
8678,"大老鼠","rocma",275
8679,"Panand914","BMSSS",275
8680,"xXxamxXx","TATIUC",275
8681,"Rassettaja","Suupohjan Kauppa oppilaitos",275
8682,"DRKST","Loyola Catholic Secondary School, Mississauga, ON",275
8683,"ZacharyShurman1","East Lake High School",275
8684,"progamer21","St. michael c.s.c",275
8685,"GnarBots","Newark High School",275
8686,"ks3332","Tea Area High School",275
8687,"user99","Lala",275
8688,"Loli Squad ","leyden high",275
8689,"triluna21","Holy Name of Mary CSS",275
8690,"Dapi","None",275
8691,"ars610","University of Florida",275
8692,"pppktz","Budapest University of Technology and Economics",275
8693,"Acrasy","Not an Organization",275
8694,"OMEGAXIS213","Clements High School",275
8695,"MrAblaze","Ivy Tech",275
8696,"nasutionnaiza2811","KDU University College",275
8697,"SMX26","Carles Vallbona",275
8698,"VayaPacoooo","IES Carles Vallbona",275
8699,"Pvish884","Ardsley High School",275
8700,"TheCoolTeam","Countryside High School,Pinellas,FL",275
8701,"Jmazz913","Jackson Memorial High School",275
8702,"fr0sty","Neshannock High School, New Castle, PA",275
8703,"xdlol","Lincoln High School",275
8704,"graceelias","Jackson Memorial High School",275
8705,"Jack Reacher","ONAS",275
8706,"jyadegar","Harvard-Westlake School",275
8707,"mrc","Belvedere Middle School",275
8708,"ninjapoof","poof",275
8709,"kateysx12","EVIT",275
8710,"JohnnyCash","MTC, Harrisonburg, VA",275
8711,"MoCon21112","Mtc, Harrisonburg,VA",275
8712,"kluong4841","DATA",275
8713,"Silson","Embry-Riddle Aeronautical University ",275
8714,"gruda","University of Florida",275
8715,"SneakyHackBois","Fayette County High School",275
8716,"fullyp","golden valley high school",275
8717,"davidmon2000","ITESM QRO",275
8718,"#ColdBreakers","Washingtonprep hs",275
8719,"derpacola26","Penn State University, University Park PA",275
8720,"Rogelio","Franklin High School",275
8721,"kimko314","Buchholz High School",275
8722,"user1234","USAF",275
8723,"ephya","university of minnesota",275
8724,"vektoriea","CCTT",275
8725,"Kewl team ","Thadomal shahani engineering college, Mumbai ",275
8726,"Jamar02","Theodore Roosevelt",275
8727,"luis87733","Riley High School",275
8728,"josue24waves-wat","Roosevelt Highschool",275
8729,"Armando9009","Roosevelt ",275
8730,"estorres29","TRHS",275
8731,"josuemorales978","Roosevelt",275
8732,"cwehner","Hun School",275
8733,"01101010 01100001 01101010 01100001","Earl Haig Secondary School",275
8734,"ivlilly","Padua Academy, Delaware, DE",275
8735,"mm3688","Padua Academy",275
